sentence,word_labels
Admiral Mullen said he hopes the combination of sanctions and diplomatic efforts will resolve the dispute .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Residents in the former Soviet republic have been enduring freezing weather with limited supplies after explosions on pipelines delivering Russian natural gas .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Russian authorities deny Georgian charges that they deliberately cut supplies , and insist the pipelines were sabotaged .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Repairs are due to be completed by Sunday .,"O,O,O,O,O,O,O,O,O"
Georgia is heavily dependent on Russian natural gas .,"O,O,O,O,O,O,O,O,O"
"Millions of Georgians have also been without electricity because of a breakdown of a unit at a power station , as well as downed power lines .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Peru 's former President , Alberto Fujimori , has told authorities he is trying to form a political alliance to support his bid to run in next April 's presidential election .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The consulate said it notarized his signature , but not the contents of the document .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Tokyo has refused requests from Lima for his extradition .,"O,O,O,O,O,O,O,O,O,O"
"The embassy said in a statement Thursday that "" additional security "" has allowed it to resume normal consular and visa services .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The statement also thanked the Sudanese government for its cooperation .,"O,O,O,O,O,O,O,O,O,O,O"
The state news agency reported that police had arrested eight Sudanese men and confiscated arms and explosives .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Kenyan police have opened fire at hundreds of people demonstrating against cartoons depicting the Prophet Muhammad , as protests across the Muslim world showed no signs of abating .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Seven miners managed to reach the surface , but the others were trapped .","O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Xinhua news agency says police have detained the owner and managers of the mine , but provided no other details .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Chinese mines are among the most dangerous in the world .,"O,O,O,O,O,O,O,O,O,O,O"
"Thousands of people are killed every year in explosions , cave-ins and floods , despite government crackdowns on safety violations .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The two-day talks will begin on January 17 and they will be led by the countries ' foreign secretaries .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
They will review progress made so far and also chart a course for future negotiations .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The talks will be under a peace process that the two sides began in January 2004 .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
She did not give any more details and also declined to reveal at what level the talks are being held .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
India has not made any comment about the talks .,"O,O,O,O,O,O,O,O,O,O"
Earlier reports said the attack was carried out by a suicide bomber .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
It came as the U.S. military announced it had rounded up 428 suspects over the past 30 hours in a major operation against insurgents in a western suburb of the capital .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
State media report Saturday that the 12-member council approved the measure after deciding it does not contradict the constitution or Islamic law .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The parliament already approved the bill last month .,"O,O,O,O,O,O,O,O,O"
The final step will be President Mahmoud Ahmadinejad 's signature .,"O,O,O,O,O,O,O,O,O,O,O,O"
The move could jeopardize nuclear talks with Europe that Iran said it expects will resume within weeks .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Those talks collapsed in August , when Tehran restarted converting uranium - the precursor of enrichment .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Last year , Tehran suspended enrichment as a good faith measure to allay international concerns it is secretly pursuing nuclear weapons , a charge its government denies .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Zambian officials say reports that President Levy Mwanawasa has died are FALSE .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
Information Minister Mike Mulongoti made a televised address Thursday to say the foreign media reports are not TRUE .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Mr. Mwanawasa is 59 years old and has served as Zambia 's president since 2002 .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
He is also the current leader of the Southern African Development Community .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
He suffered a mild stroke two years ago .,"O,O,O,O,O,O,O,O,O"
"U.S. President Barack Obama has named Gene Sperling as the new head of the National Economic Council , which oversees the administration 's economic policies .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Sperling had the same job in President Bill Clinton 's administration .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
"He succeeds Lawrence Summers , another top economic official from the Clinton-era .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Sperling has spent the first two years of the Obama administration as a counselor to Treasury Secretary Timothy Geithner .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Sperling 's appointment is the latest major staff change for the Obama administration as it begins dealing with a new Republican majority in the House of Representatives , and planning for the president 's likely re-election campaign in 2012 .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"On Thursday , Mr. Obama named another ex-Clinton official , William Daley , as his new chief of staff , replacing Rahm Emmanuel .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
No further details were released .,"O,O,O,O,O,O"
"More than 8,000 Muslim men and boys were killed by Serb forces in July 1995 in what was supposed to have been a United Nations safe haven .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Former Bosnian Serb leader Radovan Karadzic is currently on trial there , charged with genocide and crimes against humanity .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Bosnian war crimes court was established in 2005 to ease the workload of the Hague-based tribunal .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Xinhua says the ruins show that people had mastered building techniques and had constructed houses and stone walls around their community .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"It said a total of 96 houses were unearthed , as well as the ruins of a sacrificial altar .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The report quoted an official with the Shaanxi Provincial Archaeological Research Institute as saying the discovery will help scientists better understand the environment during the Neolithic period , also known as the New Stone Age .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Philip Alston said he is deeply concerned by the October 25 incident .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
Thailand has not responded to Mr. Alston 's request .,"O,O,O,O,O,O,O,O,O,O,O,O"
"Meanwhile , Thailand 's revered King Bhumibol Adulyadej warned that the country could fall into ruin if the violence in the south does not end .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
He urged security forces to better cooperate to deal with the region 's turmoil .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Israeli military officials say troops had spotted the men attempting to plant bombs along the barrier .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The killings were the latest in a series of clashes between the Israeli army and Palestinian militants .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Officials say three of the dead were wanted militants from the al-Aqsa Martyrs ' Brigades , a violent offshoot of the mainstream Fatah Party .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Ugandan Lord 's Resistance Army rebels are seeking a 12-month suspension in the arrest warrants against their leaders issued by the International Criminal Court .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
LRA fighters are accused of killing and mutilating thousands of civilians during the conflict .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The International Criminal Court has indicted five top rebel leaders on war crimes charges .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The LRA has demanded those charges be dropped as a condition for signing any peace deal .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The 10-month-old peace talks have achieved some progress , including a ceasefire that the sides extended in April .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The group says on an Islamist Web site it does not know the person who Iraqi authorities arrested last month and presented as al-Baghdadi .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The United States did not confirm the report .,"O,O,O,O,O,O,O,O,O"
"Iraqi authorities in the past have announced the arrest or killing of major insurgent leaders , to only later say the reports were FALSE .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Air Force Brigadier General Thomas Hemingway said Wednesday the so-called "" improvements "" will bring the process closer to the American judge-and-jury system .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"He said the presiding officer at the trial will function more like a judge than under the previous system , and other officers will act like a jury .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Some human rights groups rejected the changes for not going far enough , noting there is still no option for appeal to an independent court .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Meantime Center for Constitutional Rights said some prisoners have launched a hunger strike to protest their conditions .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
An Afghan Army spokesman said the troops were traveling towards the nearby Pakistani border when their vehicle hit the mine .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"In separate statements issued Sunday , Hamas and the Popular Resistance Committees said they were no longer bound by the truce deal brokered last March by Palestinian Authority President Mahmoud Abbas .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
There were no reports of injuries and no claim of responsibility .,"O,O,O,O,O,O,O,O,O,O,O,O"
The man is identified as a bodyguard at Mr. Dulaymi 's home in the Iraqi capital .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Officials say the raid does not imply the politician himself is involved in illegal activity .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The ban on pedestrians and vehicles was expected to remain in effect until Sunday .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The military says U.S. Special Forces advised the Iraqi army in all three operations .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The U.N. refugee agency says international groups suspended their activities in the camps after a mob killed three water workers on Thursday .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
It was unclear what caused the violence .,"O,O,O,O,O,O,O,O"
"The government is still rejecting any U.N. deployment to the region , where more than three years of violence has killed nearly 2,00,000 people , and displaced some two million others .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Iraq 's parliament has approved six new government ministers , including four from the country 's Sunni minority which held power under Saddam Hussein .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"However , the Sunni Human Rights appointee Hashem Ashibli quickly turned down the post , leaving a single vacancy in the 33-member cabinet .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
He said he could not accept a position awarded on a sectarian basis .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"A Sunni Arab , Saadoun al-Dulaimi , has been approved as defense minister , and a Shi'ite ( Ibrahim Bahr al-Uloum ) will head the all-important oil ministry .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Top slots in the ministries of industry and electricity were also filled , along with a third deputy prime minister position .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The U.S. government is delivering more bad news on the country 's struggling economy , saying first time claims for unemployment benefits are at a 26-year high .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Labor Department report , issued Thursday , said the number of laid-off workers applying for benefits for the first time soared to 6,26,000 last week .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Officials said the total number of workers receiving unemployment benefits is now close to 4.8 million , another record .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
A comprehensive government report on unemployment is due out Friday .,"O,O,O,O,O,O,O,O,O,O,O"
Economists surveyed by news organizations predict the nationwide jobless rate will rise three-tenths of a percent to hit 7.5 percent .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Despite the rising claims for unemployment insurance , U.S. companies are squeezing more productivity out of their shrinking workforces .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
A second Labor Department report Thursday said productivity - a measure of how much an employee produces per hour - rose more than three percent for the last three months of 2008 .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
They said the rescuers were trying to recover people still trapped in the rubble .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The house belongs to a Muslim cleric who has been accused of recruiting fighters for a banned militant group .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"It is unclear what triggered the blast , but local police searching through the debris say they found rocket launchers , grenades , and several suicide-bomber jackets .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Pakistani Prime Minister Yusuf Raza Gilani condemned the blast and ordered an inquiry into the incident .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Some 20 years ago , a Venezuelan court acquitted him of a role in the bombing .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
He later escaped from prison while awaiting a new trial .,"O,O,O,O,O,O,O,O,O,O,O"
"In May , U.S. officials rejected a Venezuelan request for his arrest , citing a lack of evidence against the Cuban exile who holds Venezuelan citizenship .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Pakistani President Pervez Musharraf has sought the support of Pakistanis in the fight against religious extremism and terrorism .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"He underlined the need of ridding the society of extremism and terrorism , saying they are hurting Pakistan 's image by their actions .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"In a broadcast address to the nation Thursday , General Musharraf promised "" stern action "" against those involved in the printing , publication and distribution of hate material , including newspapers , magazines , pamphlets , and audio and video material .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
He said no outlawed organization will be allowed to collect donations and action will be taken against those who preach hate in mosques .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Some Western leaders have said Pakistan should do more to curb militancy , and that extremists were operating in Islamic schools , or madrassas .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"U.S. health officials have called for updated quarantine procedures , including better access to airline and ship passenger lists , to protect Americans from infectious diseases , including bird flu .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The CDC also called for giving U.S. health officials more authority to administer medical treatment and vaccinations to quarantined people .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Health officials say the need for new regulations became apparent during the 2003 SARS , Severe Acute Respiratory Syndrome outbreak , when authorities found it difficult to get in touch with airline passengers who may have been exposed to the illness .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Pakistani police have arrested four alleged members of an Islamic militant group in connection with the murder of a prominent Shi'ite Muslim cleric earlier this year .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The murder sparked sectarian violence that left at least 14 people dead .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
The official says the suspects belong to the Sunni Muslim Lashkar-e-Jhangvi and that they were plotting to attack Shi'ite events last week but changed their minds because of tight security .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The banned group is accused of killing hundreds of Pakistani Shi'ite Muslims in recent years and is believed to have links to the al-Qaida terrorist network .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The region subsequently came under the control of Germans , Poles , Swedes , and finally , Russians .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"A Latvian republic emerged following World War I , but it was annexed by the USSR in 1940 - an action never recognized by the US and many other countries .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Latvia reestablished its independence in 1991 following the breakup of the Soviet Union .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Although the last Russian troops left in 1994 , the status of the Russian minority ( some 30 % of the population ) remains of concern to Moscow .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Latvia joined both NATO and the EU in the spring of 2004 .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
"Following a disastrous economic crisis during the early 1980s , reforms spurred private investment , stimulated economic growth , and cut poverty rates in the 1990s .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The period 2003 - 5 was characterized by political instability , racial tensions , and violent protests against plans - subsequently abandoned - to export Bolivia 's newly discovered natural gas reserves to large northern hemisphere markets .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"In 2005 , the government passed a controversial hydrocarbons law that imposed significantly higher royalties and required foreign firms then operating under risk-sharing contracts to surrender all production to the state energy company in exchange for a predetermined service fee .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"After higher prices for mining and hydrocarbons exports produced a fiscal surplus in 2008 , the global recession in 2009 slowed growth .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
During 2010 an increase in world commodity prices resulted in the biggest trade surplus in history .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"However , a lack of foreign investment in the key sectors of mining and hydrocarbons and higher food prices pose challenges for the Bolivian economy .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Student and labor unrest during the 1990s pressured King MSWATI III , the world 's last absolute monarch , to grudgingly allow political reform and greater democracy , although he has backslid on these promises in recent years .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"A constitution came into effect in 2006 , but the legal status of political parties remains unclear .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The African United Democratic Party tried unsuccessfully to register as an official political party in mid 2006 .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Talks over the constitution broke down between the government and progressive groups in 2007 .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Swaziland recently surpassed Botswana as the country with the world 's highest known HIV / AIDS prevalence rate .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"First colonized by the Spanish , the islands came under British control in the early 19th century .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The islands ' sugar industry was hurt by the emancipation of the slaves in 1834 .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Independence was attained in 1962 .,"O,O,O,O,O,O"
The government is coping with a rise in violent crime .,"O,O,O,O,O,O,O,O,O,O,O"
"A GOATHERD , driving his flock from their pasture at eventide , found some Wild Goats mingled among them , and shut them up together with his own for the night .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The next day it snowed very hard , so that he could not take the herd to their usual feeding places , but was obliged to keep them in the fold .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"He gave his own goats just sufficient food to keep them alive , but fed the strangers more abundantly in the hope of enticing them to stay with him and of making them his own .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"When the thaw set in , he led them all out to feed , and the Wild Goats scampered away as fast as they could to the mountains .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Goatherd scolded them for their ingratitude in leaving him , when during the storm he had taken more care of them than of his own herd .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"One of them , turning about , said to him : "" That is the very reason why we are so cautious ; for if you yesterday treated us better than the Goats you have had so long , it is plain also that if others came after us , you would in the same manner prefer them to ourselves . ""","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Old friends can not with impunity be sacrificed for new ones .,"O,O,O,O,O,O,O,O,O,O,O,O"
"A KIND-HEARTED Physician sitting at the bedside of a patient afflicted with an incurable and painful disease , heard a noise behind him , and turning saw a cat laughing at the feeble efforts of a wounded mouse to drag itself out of the room .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
""" You cruel beast ! "" cried he .","O,O,O,O,O,O,O,O,O"
""" Why do n't you kill it at once , like a lady ? ""","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Rising , he kicked the cat out of the door , and picking up the mouse compassionately put it out of its misery by pulling off its head .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Recalled to the bedside by the moans of his patient , the Kind-hearted Physician administered a stimulant , a tonic , and a nutrient , and went away .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Kids these days , they grow up too quickly and know entirely too much too soon .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
I mean this one friend of mine was trying to get his boy into Nursery Rhymes .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"All that happened was that the boy told his shrink that his Father had a lot of problems , including a fixation that a cow could orbit the moon .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"A Spanish judge , Fernando Andreu , ordered the Somali men released on Friday .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"China says it punished more than 1,200 health workers last year for such corruption as taking commissions from drug companies and accepting bribes from patients .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The official Xinhua news agency says investigators from China 's Health Ministry uncovered more than 200 cases of hospital staff members buying and selling medicine for personal profit .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The health workers are said to have received $ 1.3 million illegally .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Authorities also found that some doctors took bribes for surgeries , even after patients paid their hospital fees .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
More than 800 health workers were punished for charging illegal fees .,"O,O,O,O,O,O,O,O,O,O,O,O"
China 's Health Minister Gao Qiang said at a nationwide health meeting Saturday that most hospital staff members are doing a good job .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
But he says those who become corrupt will be punished without mercy .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
"Norway 's Prime Minister Jens Stoltenberg and Nobel-Prize winning environmentalist Wangari Maathai on Tuesday placed the first seeds inside the vault , built in caverns 130 meters inside a frozen mountain .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The repository is designed to shield plant seeds and preserve crop diversity in the event of disaster such as climate change , epidemic or nuclear war .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The vault has the capacity to store 4.5 million seed samples .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
The Norwegian government spent $ 9 million to build the vault .,"O,O,O,O,O,O,O,O,O,O,O,O"
Other countries can deposit seeds without charge and reserve the right to withdraw them upon need .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Earlier Thursday , Israeli Prime Minister Ariel Sharon announced an offensive he said would not stop until the Palestinian Authority moves decisively to stop militant attacks .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
He also said he will not hold talks with Palestinian leader Mahmoud Abbas until the attacks stop .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
A draft peace proposal under consideration by the Afghan government could offer Taliban leaders exile overseas if they agree to stop fighting .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The draft plan , seen by reporters for British news organizations Reuters and the Guardian newspaper , also calls for "" de-radicalization "" classes for insurgents and thousands of new jobs to be created for militants who renounce violence .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
They said preliminary investigation indicates that a technical problem rather than pilot error cause the crash .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Russian news media say rescue helicopters found the wreckage more than a 100 kilometers away from the airfield .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
